"","DC1","DC2","DC3","DS1","DS2","DS3","SC1","SC2","SC3","SS1","SS2","SS3","U1","U2","U3"
"Otu03716",3,0,1,3,0,4,0,0,0,4,0,2,2,1,1
"Otu03725",2,2,0,1,3,0,4,2,0,3,1,0,1,2,0
"Otu03727",1,3,1,0,2,2,1,1,0,3,6,0,1,0,0
"Otu03738",1,1,0,0,0,0,0,0,2,1,0,1,2,5,8
"Otu03742",0,5,2,1,0,2,0,1,0,1,2,1,1,4,1
"Otu03752",3,1,0,1,4,3,0,3,4,0,2,0,0,0,0
"Otu03758",2,1,3,1,2,6,2,0,0,1,2,0,0,1,0
"Otu03759",1,0,2,0,0,0,2,0,1,1,2,0,6,3,3
"Otu03765",0,0,1,1,1,7,0,2,0,5,0,2,2,0,0
"Otu03790",0,3,0,0,0,1,0,0,0,0,0,0,8,4,5
"Otu03801",0,0,4,0,0,3,0,6,1,1,0,4,2,0,0
"Otu03803",0,7,3,0,1,2,1,0,2,1,0,0,1,0,3
"Otu03808",3,2,0,0,0,1,0,4,5,2,2,2,0,0,0
"Otu03819",1,3,2,3,1,2,0,0,1,4,3,0,0,0,1
"Otu03833",1,1,0,0,0,5,3,0,0,2,4,5,0,0,0
"Otu03850",0,0,0,1,1,1,0,1,4,0,2,8,2,0,1
"Otu03874",0,3,0,1,3,3,0,4,2,1,0,2,0,1,1
"Otu03890",0,1,3,0,2,2,2,0,1,1,1,4,1,2,1
"Otu03895",0,2,0,0,0,2,6,3,2,1,2,1,2,0,0
"Otu03904",0,0,0,0,0,0,0,0,0,0,0,0,11,3,7
"Otu03916",2,0,0,0,0,0,1,15,0,0,1,1,1,0,0
"Otu03917",4,1,0,3,0,1,0,3,4,1,1,3,0,0,0
"Otu03924",3,1,1,0,0,4,0,0,0,2,0,0,2,6,2
"Otu03932",2,8,2,0,1,0,0,0,0,1,3,1,2,0,1
"Otu03949",0,0,1,2,3,1,1,0,0,5,1,2,1,3,1
"Otu03950",1,0,0,7,0,6,1,0,0,0,0,2,0,4,0
"Otu03964",1,7,1,0,0,1,3,3,2,2,0,0,0,0,1
"Otu03966",1,0,0,1,2,1,1,2,0,4,1,1,0,3,4
"Otu03968",7,1,4,0,0,0,0,0,0,8,0,1,0,0,0
"Otu03982",2,0,0,0,1,1,1,0,2,0,1,0,0,10,3
"Otu04001",1,0,0,0,1,3,2,4,0,3,1,0,4,1,1
"Otu04002",3,1,0,3,6,0,5,0,0,1,0,1,1,0,0
"Otu04005",0,2,3,0,0,4,4,0,3,0,0,2,3,0,0
"Otu04007",1,0,5,2,3,1,0,1,1,4,1,2,0,0,0
"Otu04029",4,1,1,0,1,0,0,0,0,2,0,2,2,6,2
"Otu04036",0,0,0,0,2,0,1,0,1,7,0,2,3,1,4
"Otu04044",11,3,1,0,0,0,1,2,1,2,0,0,0,0,0
"Otu04057",0,0,0,0,0,10,0,0,0,2,3,6,0,0,0
"Otu04058",0,0,0,1,0,2,0,3,0,2,1,4,0,3,5
"Otu04072",0,0,5,0,2,5,0,3,0,1,3,2,0,0,0
"Otu04101",2,0,2,0,0,1,0,0,0,1,0,1,4,7,3
"Otu04108",1,0,0,0,2,1,0,0,2,6,0,1,1,3,4
"Otu04121",0,0,0,0,0,1,0,3,3,0,2,0,5,1,6
"Otu04126",0,1,4,0,3,1,0,3,0,2,3,2,1,1,0
"Otu04128",4,0,2,1,0,3,0,0,0,5,3,3,0,0,0
"Otu04137",2,0,0,2,2,4,0,0,0,2,3,1,3,2,0
"Otu04175",5,3,2,0,1,0,0,1,4,0,2,2,0,1,0
"Otu04237",1,1,1,0,0,0,0,0,0,0,0,2,7,2,7
"Otu04257",0,4,5,0,3,0,3,1,1,1,0,0,2,0,1
"Otu04284",3,0,2,1,3,0,0,3,1,0,1,2,2,1,2
"Otu04301",1,2,0,0,0,1,5,0,1,3,4,2,2,0,0
"Otu04361",0,1,3,0,1,3,0,1,1,5,1,0,0,2,3
"Otu04381",0,1,0,11,0,2,0,1,0,2,0,0,3,0,1
"Otu04512",0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"Otu04554",7,4,0,9,0,0,0,1,0,0,0,0,0,0,0
"Otu02883",0,2,0,0,1,8,1,1,1,0,4,2,0,0,0
"Otu02906",0,0,1,0,0,3,0,1,0,2,0,2,5,4,2
"Otu03194",1,0,0,0,0,0,0,0,0,2,0,0,7,4,6
"Otu03213",0,0,0,1,2,7,0,3,0,0,0,3,0,2,2
"Otu03216",0,0,4,0,3,4,0,3,0,0,0,1,1,1,3
"Otu03263",2,0,0,1,1,2,2,0,5,2,2,2,0,0,1
"Otu03301",0,0,0,0,0,0,0,0,0,0,0,0,4,10,6
"Otu03359",0,0,0,3,3,5,0,1,0,5,2,1,0,0,0
"Otu03395",0,4,1,0,0,0,3,1,0,0,4,1,2,3,1
"Otu03447",0,0,0,0,0,0,0,0,0,0,0,1,7,9,3
"Otu03495",1,0,3,0,3,1,1,0,1,2,1,0,0,2,5
"Otu03513",0,0,0,0,0,0,0,0,0,0,0,0,5,13,2
"Otu03514",1,0,0,0,2,0,0,4,0,0,4,5,1,2,1
"Otu03522",0,0,0,0,0,1,0,2,3,0,0,0,8,1,5
"Otu03532",1,3,1,1,10,0,0,0,0,0,2,1,0,0,1
"Otu03563",3,2,0,0,1,3,0,3,0,0,2,3,0,2,1
"Otu03565",0,2,0,0,0,3,2,5,0,1,1,0,5,1,0
"Otu03573",4,2,3,0,1,1,0,1,0,0,2,0,0,3,3
"Otu03621",0,0,2,1,3,3,0,0,2,0,6,1,1,1,0
"Otu03624",0,0,1,0,0,2,0,0,0,0,0,2,6,4,5
"Otu03634",0,3,1,0,2,1,2,1,2,0,0,1,6,0,1
"Otu03649",4,0,0,2,5,6,0,0,0,2,0,0,0,0,1
"Otu03651",3,3,0,1,1,1,2,3,1,1,2,0,0,0,2
"Otu03657",1,0,0,0,1,0,1,3,0,1,0,2,0,4,7
"Otu03702",0,0,0,2,0,1,0,0,0,9,0,0,1,5,2
"Otu03705",1,4,2,0,0,4,0,1,0,0,1,2,0,5,0
"Otu03717",0,3,0,0,0,1,1,2,5,1,0,2,2,2,1
"Otu03726",0,0,0,1,2,0,0,0,0,0,0,0,5,1,11
"Otu03729",4,2,0,0,0,4,0,0,2,0,2,2,0,4,0
"Otu03735",0,6,4,0,1,0,2,0,0,1,3,2,0,0,1
"Otu03737",0,5,2,1,0,2,0,0,0,0,2,0,2,4,2
"Otu03753",7,2,0,0,3,0,0,1,0,1,1,0,1,3,1
"Otu03754",4,1,0,0,2,0,2,2,0,2,1,3,3,0,0
"Otu03770",1,0,1,0,0,3,2,0,0,0,0,2,3,7,1
"Otu03774",2,0,0,0,0,0,0,2,0,6,2,4,2,1,1
"Otu03777",2,6,0,0,2,0,1,2,1,3,0,2,0,0,1
"Otu03778",0,1,1,0,1,0,0,0,0,0,0,1,10,4,2
"Otu03786",4,0,3,4,1,1,2,3,0,0,0,0,0,0,2
"Otu03789",0,2,3,0,0,1,0,0,0,1,0,2,6,2,3
"Otu03800",1,1,3,0,1,0,0,0,0,0,0,0,5,5,4
"Otu03811",2,2,1,0,0,0,1,0,1,0,0,0,5,6,2
"Otu03814",3,4,0,0,3,1,0,0,1,3,0,0,5,0,0
"Otu03821",0,0,2,0,3,3,1,2,3,0,2,0,0,3,1
"Otu03826",3,0,2,3,0,4,1,1,0,0,1,0,1,4,0
"Otu03831",2,1,0,0,0,7,0,4,4,0,0,0,1,0,1
"Otu03847",2,1,0,0,0,3,0,2,1,3,0,3,1,3,1
"Otu03858",6,0,0,0,2,4,0,1,1,0,1,3,2,0,0
"Otu03859",0,1,0,0,3,0,1,1,0,0,0,0,2,4,8
"Otu03862",0,1,1,0,1,0,0,0,0,1,5,2,3,6,0
"Otu03866",1,0,0,0,0,1,0,7,0,0,5,4,0,1,1
"Otu03880",0,0,0,1,6,4,0,0,0,5,0,3,0,1,0
"Otu03886",1,1,0,0,3,5,0,1,2,1,0,0,1,2,3
"Otu03887",1,3,0,0,0,0,0,4,0,4,1,4,3,0,0
"Otu03900",1,4,4,2,0,1,0,0,1,2,0,1,1,1,2
"Otu03914",0,3,2,3,0,1,0,2,1,1,3,0,3,0,1
"Otu03915",1,4,3,0,1,1,1,2,1,2,0,1,3,0,0
"Otu03923",1,0,2,1,2,0,1,0,1,0,0,0,9,0,3
"Otu03954",0,1,1,0,0,1,2,3,2,1,2,6,1,0,0
"Otu03956",0,1,2,0,0,0,3,3,0,3,1,0,0,7,0
"Otu03967",0,0,3,3,1,2,4,0,1,1,1,0,1,3,0
"Otu03970",0,3,0,0,1,1,2,3,0,3,1,2,3,0,1
"Otu03971",5,0,0,0,2,2,0,2,0,1,5,1,1,0,1
"Otu03978",0,2,4,0,2,4,1,0,0,1,1,0,1,4,0
"Otu03986",0,1,0,0,1,0,3,3,0,4,1,1,5,1,0
"Otu04020",0,2,1,1,6,1,0,2,1,4,0,2,0,0,0
"Otu04037",3,0,4,0,1,1,0,0,2,2,2,3,0,0,2
"Otu04051",0,0,2,0,0,0,1,4,1,3,2,0,4,0,3
"Otu04054",0,0,1,1,3,0,0,3,1,3,0,3,3,2,0
"Otu04082",1,2,4,0,0,6,0,3,0,4,0,0,0,0,0
"Otu04086",0,1,0,1,1,0,0,0,0,1,1,0,8,2,5
"Otu04088",0,0,1,1,4,2,3,2,2,1,1,2,0,1,0
"Otu04091",1,1,1,1,2,2,0,5,0,0,0,3,1,0,3
"Otu04093",2,7,1,1,3,0,0,0,0,0,5,1,0,0,0
"Otu04094",0,0,0,0,0,1,1,1,0,0,0,0,10,5,2
"Otu04095",0,0,0,2,0,1,0,0,1,0,2,3,3,7,1
"Otu04112",0,1,1,2,0,5,3,2,1,0,0,3,2,0,0
"Otu04115",1,0,0,3,0,5,4,0,1,0,0,0,5,1,0
"Otu04116",0,0,1,0,2,3,1,0,1,3,4,3,1,1,0
"Otu04139",2,3,0,0,0,3,1,0,3,1,3,1,2,1,0
"Otu04156",5,0,1,1,0,2,0,1,1,2,0,6,0,1,0
"Otu04157",1,3,0,2,0,0,0,3,1,3,0,0,2,2,3
"Otu04201",0,0,0,1,0,0,3,5,0,5,0,1,0,5,0
"Otu04202",5,0,0,0,6,3,0,0,0,2,4,0,0,0,0
"Otu04220",6,1,3,1,0,0,4,2,1,0,0,2,0,0,0
"Otu04227",2,1,0,1,1,4,2,1,1,0,0,0,0,7,0
"Otu04242",1,7,0,1,0,1,0,3,0,0,4,3,0,0,0
"Otu04245",0,0,2,1,0,1,0,0,0,0,0,0,6,6,4
"Otu04248",0,0,0,0,0,1,3,7,5,1,0,2,0,1,0
"Otu04260",1,0,0,0,0,0,0,0,0,0,0,0,9,5,5
"Otu04275",7,4,3,0,2,1,0,0,1,2,0,0,0,0,0
"Otu04283",2,0,0,0,2,2,4,4,1,1,4,0,0,0,0
"Otu04306",13,6,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu04323",0,1,0,0,4,8,0,2,2,0,0,1,0,0,2
"Otu04339",0,0,0,0,0,3,0,3,0,0,3,0,3,3,5
"Otu04354",1,2,5,2,0,3,0,1,0,1,0,1,1,2,1
"Otu04415",0,0,0,0,4,5,0,0,3,3,3,0,0,0,2
"Otu04418",0,0,2,0,2,2,5,1,0,2,1,3,1,1,0
"Otu04425",0,0,0,1,0,0,0,0,0,0,0,0,4,8,7
"Otu04428",3,1,5,0,2,3,1,0,0,3,1,0,0,0,1
"Otu04445",0,0,2,7,0,5,1,0,0,0,0,1,0,0,4
"Otu04449",1,0,0,0,0,0,3,15,0,0,0,0,1,0,0
"Otu04456",0,0,0,1,0,0,0,0,13,0,0,0,4,2,0
"Otu04462",4,1,0,1,0,1,1,1,2,0,2,1,5,0,1
"Otu04470",0,0,0,0,0,0,0,0,0,0,0,0,7,8,5
"Otu04503",0,0,0,2,0,1,1,0,1,1,1,0,3,8,2
"Otu04528",2,3,5,0,3,1,2,0,0,0,0,0,1,0,3
"Otu04585",0,1,0,1,0,1,0,0,2,0,0,0,13,1,1
"Otu02607",2,0,3,2,0,0,0,0,1,4,2,0,2,1,2
"Otu03053",3,3,0,1,0,2,1,0,0,4,3,2,0,0,0
"Otu03099",3,3,1,0,1,0,3,0,1,0,3,1,2,0,1
"Otu03136",4,0,4,0,2,0,3,1,1,1,2,1,0,0,0
"Otu03201",2,4,0,0,0,1,1,0,1,0,0,2,5,0,3
"Otu03374",0,1,0,0,0,0,0,0,0,0,0,0,7,9,2
"Otu03387",2,0,2,0,0,0,1,0,7,3,0,1,1,1,1
"Otu03431",0,1,0,0,0,0,1,0,3,3,0,0,8,3,0
"Otu03452",4,0,0,0,0,2,0,0,3,0,0,5,4,1,0
"Otu03459",0,0,4,0,1,1,0,2,1,0,3,0,1,1,5
"Otu03467",0,0,0,0,0,5,5,0,0,1,4,2,0,2,0
"Otu03508",0,0,3,0,0,0,0,0,0,1,0,0,6,5,4
"Otu03538",6,1,0,0,0,5,1,0,2,0,0,4,0,0,0
"Otu03540",0,3,1,1,6,0,0,5,0,0,1,2,0,0,0
"Otu03541",2,2,0,0,3,3,2,1,1,1,1,3,0,0,0
"Otu03561",0,3,5,0,1,5,0,1,3,0,1,0,0,0,0
"Otu03564",0,0,0,0,2,1,2,2,2,2,2,2,4,0,0
"Otu03608",0,2,2,2,2,0,0,0,1,4,0,0,3,0,3
"Otu03671",1,2,3,0,0,0,0,0,0,0,0,0,3,6,4
"Otu03674",0,0,3,0,1,0,0,0,0,3,0,0,3,3,6
"Otu03676",0,3,2,2,2,4,2,0,0,0,1,0,0,1,2
"Otu03739",2,1,1,0,0,3,5,1,0,0,0,2,4,0,0
"Otu03755",0,5,2,0,0,1,2,0,1,0,0,0,1,4,3
"Otu03760",0,0,1,1,2,6,0,5,0,2,1,0,1,0,0
"Otu03763",2,1,0,0,1,2,0,0,0,2,3,2,0,1,5
"Otu03830",1,0,0,1,2,2,1,0,0,0,0,1,5,1,5
"Otu03834",0,1,0,0,3,0,0,1,1,2,0,3,3,3,2
"Otu03848",0,3,0,0,1,1,0,4,0,1,0,2,1,0,6
"Otu03854",2,3,6,0,0,2,0,1,0,0,0,1,3,1,0
"Otu03878",0,0,4,0,6,3,0,0,0,0,1,0,2,1,2
"Otu03892",0,1,1,0,1,0,2,1,1,6,1,1,3,1,0
"Otu03897",0,2,0,0,1,1,0,0,2,1,4,0,3,2,3
"Otu03902",1,1,1,0,3,1,3,0,1,0,1,2,4,0,1
"Otu03903",0,1,0,0,0,0,0,1,0,4,6,3,4,0,0
"Otu03907",0,1,6,0,1,0,0,0,0,0,0,0,4,4,3
"Otu03929",1,0,0,4,3,0,1,0,2,0,0,0,0,3,5
"Otu03930",0,2,1,0,7,2,3,0,3,0,0,1,0,0,0
"Otu03931",0,0,0,0,0,0,2,1,3,3,0,0,6,4,0
"Otu03934",3,3,0,0,0,2,0,1,0,0,0,0,2,3,5
"Otu03937",2,2,0,0,1,1,1,1,0,1,3,6,0,1,0
"Otu03944",0,5,0,1,3,1,0,1,0,4,3,1,0,0,0
"Otu03947",1,0,0,3,2,3,1,3,1,0,0,2,2,0,1
"Otu03962",0,1,1,1,0,6,2,0,1,0,1,0,0,3,3
"Otu03969",1,3,3,0,0,0,2,0,3,0,2,3,0,1,1
"Otu03975",4,0,0,1,2,0,5,3,0,3,0,1,0,0,0
"Otu03987",1,1,0,0,0,1,2,0,2,3,0,1,3,1,4
"Otu03989",0,1,1,1,0,0,0,0,0,0,0,1,6,5,4
"Otu03993",0,2,3,0,1,6,0,1,0,1,0,4,1,0,0
"Otu03995",6,2,1,0,0,0,2,4,2,1,0,1,0,0,0
"Otu03998",0,3,0,1,5,2,1,0,1,1,3,2,0,0,0
"Otu04006",0,2,6,2,1,1,0,3,0,0,0,3,0,1,0
"Otu04012",3,2,0,0,0,0,0,0,0,0,1,1,2,6,4
"Otu04016",0,0,1,4,0,0,0,0,0,6,0,3,5,0,0
"Otu04024",0,0,0,0,1,0,1,1,1,0,1,0,3,7,4
"Otu04026",3,3,1,0,0,3,0,0,4,1,4,0,0,0,0
"Otu04033",0,3,5,0,0,2,2,1,0,2,3,1,0,0,0
"Otu04038",0,0,0,6,0,4,0,8,0,0,1,0,0,0,0
"Otu04045",0,0,2,0,3,2,0,1,2,2,1,0,1,3,2
"Otu04069",3,2,5,1,0,3,1,1,0,0,1,1,1,0,0
"Otu04075",0,0,0,0,1,1,0,16,1,0,0,0,0,0,0
"Otu04084",1,4,5,0,1,4,0,0,1,2,0,1,0,0,0
"Otu04099",0,2,0,4,0,0,2,1,0,2,4,1,3,0,0
"Otu04117",1,0,3,2,0,0,0,2,0,1,7,1,2,0,0
"Otu04118",1,0,1,0,2,1,3,3,0,2,4,1,0,1,0
"Otu04131",2,2,0,0,2,3,0,0,2,2,0,3,1,2,0
"Otu04141",2,1,1,1,0,5,1,3,2,0,1,2,0,0,0
"Otu04144",1,1,1,0,3,3,0,0,0,5,0,1,2,1,1
"Otu04159",0,1,2,0,4,4,0,1,0,2,3,0,2,0,0
"Otu04169",5,1,1,1,1,3,0,1,0,1,4,0,1,0,0
"Otu04177",0,0,0,0,0,0,0,0,0,0,0,0,3,12,4
"Otu04179",0,0,1,0,1,3,0,4,0,1,5,1,2,1,0
"Otu04181",0,0,0,0,1,2,2,0,2,0,4,1,6,1,0
"Otu04182",0,0,0,0,0,2,0,2,8,0,0,2,2,3,0
"Otu04194",0,6,1,1,2,1,0,1,1,0,1,1,2,0,2
"Otu04198",0,0,0,0,0,0,0,0,0,0,0,0,10,5,4
"Otu04211",1,1,0,0,0,0,1,1,2,3,2,0,5,1,2
"Otu04228",2,0,0,7,1,0,0,0,1,0,4,2,0,0,2
"Otu04233",0,2,2,0,1,0,0,1,1,1,2,4,1,0,4
"Otu04234",12,0,3,0,0,0,0,0,3,0,1,0,0,0,0
"Otu04247",0,0,1,0,0,1,4,2,2,0,2,3,2,0,2
"Otu04256",0,0,0,0,0,0,0,0,0,0,0,0,2,10,7
"Otu04259",0,1,0,4,0,6,0,3,0,1,2,0,2,0,0
"Otu04286",0,1,1,0,4,0,0,0,4,2,0,2,0,0,5
"Otu04309",2,2,3,0,1,2,2,0,1,0,2,1,3,0,0
"Otu04314",0,4,0,0,4,3,1,0,0,2,2,0,2,1,0
"Otu04317",2,0,0,0,2,0,4,1,0,2,0,3,2,2,1
"Otu04342",0,0,3,2,2,3,0,0,0,3,1,3,0,1,1
"Otu04382",0,0,0,0,0,0,0,0,0,0,0,0,6,5,8
"Otu04391",1,0,2,3,1,0,0,0,5,3,1,0,0,1,2
"Otu04403",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu04407",0,0,2,1,0,3,5,4,0,2,0,2,0,0,0
"Otu04412",0,7,1,0,1,5,1,1,0,1,1,1,0,0,0
"Otu04417",2,0,0,0,0,3,0,2,0,3,5,1,3,0,0
"Otu04439",1,1,2,0,3,1,2,0,0,1,4,0,3,1,0
"Otu04440",0,0,0,0,0,4,0,1,1,1,1,0,2,3,6
"Otu04459",3,0,3,0,1,0,1,3,3,0,1,4,0,0,0
"Otu04466",3,4,5,0,0,0,0,0,0,0,0,0,3,1,3
"Otu04484",0,0,0,0,0,0,1,0,0,1,0,0,0,0,17
"Otu04486",1,0,0,0,2,3,0,0,0,3,0,0,1,2,7
"Otu04505",1,3,4,1,1,1,1,2,0,0,4,0,0,0,1
"Otu04506",0,5,3,1,5,0,1,0,0,1,0,0,1,0,2
"Otu04510",3,4,1,0,3,0,1,1,1,0,2,0,1,2,0
"Otu04526",0,3,1,2,2,2,0,3,1,3,1,1,0,0,0
"Otu04538",4,0,0,1,4,0,3,0,4,0,0,0,0,3,0
"Otu04552",5,3,0,1,2,4,0,2,0,1,1,0,0,0,0
"Otu04559",4,3,1,0,2,0,0,0,0,1,3,2,1,0,2
"Otu04562",0,0,0,0,0,1,0,0,0,0,0,0,8,3,7
"Otu04578",0,0,0,3,0,5,0,0,0,4,5,2,0,0,0
"Otu04608",1,0,0,1,0,0,0,0,0,0,0,0,7,3,7
"Otu04630",3,0,0,0,0,0,0,8,6,0,0,0,1,1,0
"Otu04659",1,1,4,1,0,3,0,5,1,0,0,0,0,1,2
"Otu04673",11,0,0,1,0,0,3,4,0,0,0,0,0,0,0
"Otu04809",3,2,0,0,3,2,2,0,0,0,3,3,0,1,0
"Otu03211",1,1,2,0,0,2,2,0,0,0,0,3,3,3,1
"Otu03261",3,0,0,0,5,3,2,0,0,3,2,0,0,0,0
"Otu03364",1,2,2,1,0,2,1,0,1,1,1,5,0,1,0
"Otu03383",0,4,0,1,1,0,4,0,0,0,0,0,6,2,0
"Otu03482",0,0,0,0,0,0,0,0,0,0,0,0,3,7,8
"Otu03501",0,1,2,0,0,0,0,0,0,0,0,0,6,8,1
"Otu03530",3,1,2,0,2,2,0,1,0,0,0,0,5,0,2
"Otu03555",0,0,0,0,0,1,0,0,0,0,0,0,4,9,4
"Otu03583",1,2,1,1,3,0,0,1,1,6,0,0,2,0,0
"Otu03629",0,0,0,0,0,1,0,0,0,0,2,0,6,5,4
"Otu03633",4,0,2,0,1,5,0,0,0,1,3,0,2,0,0
"Otu03694",0,1,4,0,0,1,0,0,1,4,0,0,4,0,3
"Otu03695",0,2,0,0,0,3,2,0,0,4,5,0,0,2,0
"Otu03697",0,2,3,3,2,0,0,1,0,4,1,2,0,0,0
"Otu03709",3,3,2,0,0,3,0,2,0,2,1,0,1,1,0
"Otu03724",0,0,0,2,2,3,1,0,0,3,3,4,0,0,0
"Otu03731",0,1,0,0,4,0,3,0,0,0,3,2,1,3,1
"Otu03736",0,4,2,0,0,0,0,1,0,1,6,0,2,0,2
"Otu03766",2,3,1,0,0,0,2,0,0,1,0,0,6,0,3
"Otu03771",3,1,0,0,1,0,0,0,0,0,0,1,2,4,6
"Otu03773",0,0,0,0,0,0,0,0,0,0,0,0,5,7,6
"Otu03781",2,0,0,0,0,0,1,0,4,0,1,5,4,1,0
"Otu03798",1,1,1,1,1,1,1,2,2,4,1,0,2,0,0
"Otu03820",4,3,5,0,0,0,0,0,4,0,0,0,0,1,1
"Otu03843",0,2,0,0,5,1,3,3,0,1,0,1,2,0,0
"Otu03861",0,0,0,0,0,0,0,0,0,0,0,0,4,6,8
"Otu03864",1,3,0,0,1,1,0,3,2,0,2,2,1,2,0
"Otu03870",3,2,0,0,1,0,1,0,0,0,3,0,1,5,2
"Otu03884",0,0,1,2,1,5,0,0,0,3,2,1,1,1,1
"Otu03894",3,4,1,0,0,1,3,0,0,3,2,0,0,1,0
"Otu03912",1,0,0,0,4,0,0,0,0,6,1,0,1,5,0
"Otu03927",6,2,0,0,0,0,4,0,0,0,1,2,2,1,0
"Otu03936",1,0,1,0,3,0,4,2,0,2,3,1,1,0,0
"Otu03943",0,0,0,0,0,1,0,0,1,9,1,0,3,3,0
"Otu03963",1,1,2,0,4,5,1,0,0,0,2,2,0,0,0
"Otu03974",0,2,1,0,0,2,4,0,2,2,0,1,1,1,2
"Otu03981",5,1,1,0,0,0,0,4,0,2,4,0,1,0,0
"Otu03991",0,0,2,2,0,1,1,0,0,0,1,2,3,0,6
"Otu03994",0,0,0,0,1,2,0,2,0,6,1,0,5,1,0
"Otu04009",0,0,0,0,0,2,3,3,0,2,0,1,0,0,7
"Otu04010",0,0,0,0,4,5,2,2,0,0,0,4,0,1,0
"Otu04028",0,0,2,0,0,0,0,0,0,0,0,0,6,2,8
"Otu04031",1,2,4,0,0,5,2,1,1,0,1,1,0,0,0
"Otu04055",0,0,0,0,3,3,2,0,5,0,1,1,2,0,1
"Otu04064",0,0,0,0,0,0,0,0,0,0,0,0,5,8,5
"Otu04065",1,0,1,1,0,1,1,0,2,3,1,1,1,4,1
"Otu04066",2,2,0,0,0,1,0,2,1,2,0,8,0,0,0
"Otu04070",7,0,0,0,2,0,0,1,1,2,1,0,0,3,1
"Otu04076",0,5,0,3,1,2,0,0,0,2,1,0,1,1,2
"Otu04083",7,3,2,0,1,0,0,0,0,4,1,0,0,0,0
"Otu04092",0,2,2,0,7,0,0,1,1,0,0,0,2,1,2
"Otu04106",0,0,0,0,0,1,8,2,0,1,0,2,1,1,2
"Otu04109",1,0,1,4,3,1,0,1,0,0,3,0,1,3,0
"Otu04124",3,0,5,3,0,1,0,0,1,1,0,0,1,1,2
"Otu04125",1,4,0,0,0,3,0,1,2,0,5,1,0,1,0
"Otu04129",0,1,1,2,1,3,0,0,0,2,1,4,1,0,2
"Otu04130",8,6,1,0,0,0,0,0,0,0,1,2,0,0,0
"Otu04147",3,4,2,1,0,2,1,0,0,0,3,1,0,0,1
"Otu04149",0,4,1,0,2,1,3,1,0,0,0,1,4,0,1
"Otu04153",7,4,0,0,3,2,0,0,0,1,1,0,0,0,0
"Otu04164",3,0,0,0,2,1,0,0,0,0,0,1,0,5,6
"Otu04166",0,0,0,0,0,3,0,1,2,0,4,0,4,3,1
"Otu04168",0,0,0,0,10,0,2,0,1,0,0,0,0,0,5
"Otu04189",3,1,0,0,3,1,0,1,1,0,0,0,2,5,1
"Otu04221",2,2,1,0,2,4,1,1,0,0,4,0,0,0,1
"Otu04239",1,0,1,0,1,3,1,0,0,0,0,2,1,8,0
"Otu04252",1,2,2,1,0,0,2,2,4,0,1,1,1,1,0
"Otu04254",4,2,2,2,1,2,0,2,1,0,0,0,0,2,0
"Otu04263",0,4,0,0,2,1,1,2,0,0,0,0,6,1,1
"Otu04265",0,0,0,1,5,1,1,1,3,0,0,2,3,1,0
"Otu04278",3,0,0,7,2,2,0,1,0,0,0,2,1,0,0
"Otu04281",0,2,0,0,1,4,0,2,0,3,1,1,1,1,2
"Otu04282",1,1,7,0,0,1,0,0,1,0,2,3,2,0,0
"Otu04285",4,0,0,0,2,1,0,2,0,5,0,0,0,1,3
"Otu04298",0,0,0,0,2,3,6,0,0,1,2,1,2,1,0
"Otu04299",0,3,1,0,0,5,1,1,1,4,0,0,2,0,0
"Otu04315",3,4,4,0,2,0,1,1,1,0,0,2,0,0,0
"Otu04322",1,0,0,0,0,1,0,1,0,0,0,3,10,1,1
"Otu04326",3,4,0,0,1,0,2,3,3,1,0,1,0,0,0
"Otu04328",8,1,3,0,0,0,0,1,0,1,2,0,1,1,0
"Otu04329",2,0,0,3,3,0,0,0,0,0,0,1,4,1,4
"Otu04334",0,0,0,0,0,1,1,3,0,2,0,0,9,2,0
"Otu04338",0,2,1,0,0,2,0,4,5,0,0,1,3,0,0
"Otu04344",0,2,2,0,2,1,3,2,2,1,0,0,2,0,1
"Otu04347",0,0,0,0,0,1,0,0,0,0,0,0,5,4,8
"Otu04357",1,0,0,0,0,0,1,0,0,0,0,0,15,1,0
"Otu04374",1,1,2,1,0,4,0,2,1,3,1,1,0,1,0
"Otu04380",0,0,0,2,0,0,0,16,0,0,0,0,0,0,0
"Otu04383",2,0,5,1,0,3,2,1,0,0,3,1,0,0,0
"Otu04397",0,0,0,0,0,0,0,0,0,0,0,0,9,5,4
"Otu04405",2,0,1,1,6,0,0,1,0,3,2,0,0,2,0
"Otu04410",1,1,1,0,0,0,0,2,0,0,1,0,0,0,12
"Otu04411",7,7,0,0,0,1,0,1,0,1,0,1,0,0,0
"Otu04426",1,0,3,2,1,3,2,1,0,2,0,0,2,0,1
"Otu04427",0,0,0,2,4,2,1,0,4,0,0,3,1,0,1
"Otu04430",0,1,0,0,0,0,0,0,0,0,1,0,8,3,5
"Otu04464",0,0,0,0,0,0,0,17,0,1,0,0,0,0,0
"Otu04469",0,3,0,0,0,3,2,1,5,2,0,1,0,1,0
"Otu04497",1,3,0,0,0,2,3,0,1,6,0,2,0,0,0
"Otu04529",0,0,0,0,0,2,0,2,1,0,0,3,4,5,1
"Otu04545",0,2,1,1,3,0,1,0,1,2,2,0,3,2,0
